Figure 3. Sulfur charge state distribution as a function of ion energy.  The high charge state peaks have dramatically shifted to lower energies than previous models produced. Ozak et al. (2010) had the peaks of S^{6+} and S^{14+} at ∼500 keV/u and ∼2.2 MeV/u, respectively.  Due to the use of newly developed SIM cross-sections, the peaks have now shifted down to energies of ∼275keV/u and ∼900 keV/u, respectively.

 Energy [keV/u]        S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+
   507.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-05  5.30E-04  1.76E-02  5.19E-02  1.13E-01  1.77E-01  1.69E-01  1.23E-01  1.24E-01  9.87E-02  1.23E-01  1.37E-03  5.57E-04
   508.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.91E-06  4.18E-04  1.60E-02  5.12E-02  1.14E-01  1.73E-01  1.70E-01  1.25E-01  1.24E-01  1.01E-01  1.25E-01  1.14E-03  5.20E-04
   509.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.30E-06  4.47E-04  1.52E-02  4.83E-02  1.09E-01  1.75E-01  1.71E-01  1.24E-01  1.25E-01  1.03E-01  1.26E-01  1.36E-03  4.75E-04
   510.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-05  4.81E-04  1.58E-02  4.91E-02  1.09E-01  1.72E-01  1.69E-01  1.24E-01  1.27E-01  1.03E-01  1.28E-01  1.67E-03  6.16E-04
   511.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-06  4.24E-04  1.46E-02  4.85E-02  1.08E-01  1.73E-01  1.67E-01  1.24E-01  1.23E-01  1.05E-01  1.33E-01  1.59E-03  9.19E-04
   512.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.24E-06  3.83E-04  1.35E-02  4.75E-02  1.07E-01  1.73E-01  1.66E-01  1.24E-01  1.25E-01  1.07E-01  1.35E-01  1.36E-03  7.79E-04
   513.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.20E-06  4.46E-04  1.39E-02  4.49E-02  1.03E-01  1.69E-01  1.68E-01  1.23E-01  1.30E-01  1.09E-01  1.37E-01  1.26E-03  7.01E-04
   514.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.65E-06  3.85E-04  1.36E-02  4.63E-02  1.03E-01  1.65E-01  1.64E-01  1.27E-01  1.31E-01  1.10E-01  1.37E-01  1.61E-03  6.32E-04
   515.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.82E-06  4.18E-04  1.27E-02  4.48E-02  1.04E-01  1.67E-01  1.64E-01  1.22E-01  1.30E-01  1.11E-01  1.42E-01  1.30E-03  5.80E-04
   516.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.63E-06  3.53E-04  1.25E-02  4.34E-02  9.76E-02  1.66E-01  1.69E-01  1.25E-01  1.30E-01  1.11E-01  1.42E-01  1.51E-03  6.63E-04
   517.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-06  3.79E-04  1.28E-02  4.34E-02  9.77E-02  1.65E-01  1.63E-01  1.24E-01  1.33E-01  1.12E-01  1.45E-01  1.69E-03  4.62E-04
   518.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.61E-06  3.62E-04  1.20E-02  4.07E-02  9.56E-02  1.65E-01  1.65E-01  1.24E-01  1.33E-01  1.14E-01  1.48E-01  1.65E-03  6.26E-04
   519.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-06  3.22E-04  1.14E-02  3.89E-02  9.57E-02  1.63E-01  1.61E-01  1.27E-01  1.33E-01  1.16E-01  1.51E-01  1.95E-03  8.32E-04
   520.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.34E-06  3.17E-04  1.09E-02  3.92E-02  9.18E-02  1.58E-01  1.62E-01  1.28E-01  1.37E-01  1.16E-01  1.54E-01  1.93E-03  1.00E-03
   521.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.32E-06  3.01E-04  1.09E-02  3.80E-02  9.27E-02  1.55E-01  1.61E-01  1.28E-01  1.38E-01  1.21E-01  1.52E-01  2.14E-03  9.64E-04
   522.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-06  2.57E-04  1.06E-02  3.68E-02  8.87E-02  1.56E-01  1.64E-01  1.24E-01  1.37E-01  1.21E-01  1.58E-01  2.40E-03  1.00E-03
   523.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.08E-07  2.66E-04  9.95E-03  3.61E-02  8.76E-02  1.58E-01  1.62E-01  1.25E-01  1.34E-01  1.21E-01  1.62E-01  2.51E-03  1.25E-03
   524.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.52E-06  2.41E-04  1.03E-02  3.67E-02  8.92E-02  1.53E-01  1.59E-01  1.28E-01  1.34E-01  1.23E-01  1.63E-01  2.00E-03  8.53E-04
   525.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-05  2.59E-04  1.01E-02  3.52E-02  8.95E-02  1.53E-01  1.60E-01  1.27E-01  1.36E-01  1.22E-01  1.64E-01  1.99E-03  9.54E-04
   526.50       0.00E+00  0.00E+00  0.00E+00  1.26E-07  6.33E-06  2.18E-04  1.00E-02  3.67E-02  8.65E-02  1.53E-01  1.57E-01  1.26E-01  1.39E-01  1.24E-01  1.64E-01  1.98E-03  1.04E-03
   527.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.77E-06  2.37E-04  9.81E-03  3.55E-02  8.62E-02  1.49E-01  1.58E-01  1.24E-01  1.40E-01  1.25E-01  1.70E-01  1.92E-03  7.97E-04
   528.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.35E-07  2.07E-04  9.20E-03  3.38E-02  8.43E-02  1.48E-01  1.56E-01  1.25E-01  1.41E-01  1.28E-01  1.72E-01  2.24E-03  7.66E-04
   529.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.34E-06  1.65E-04  8.49E-03  3.34E-02  8.18E-02  1.45E-01  1.56E-01  1.29E-01  1.43E-01  1.28E-01  1.72E-01  2.08E-03  9.77E-04
   530.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.91E-06  1.98E-04  7.83E-03  3.16E-02  8.05E-02  1.42E-01  1.58E-01  1.27E-01  1.42E-01  1.30E-01  1.78E-01  2.41E-03  9.11E-04
   531.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-06  2.53E-04  8.45E-03  3.14E-02  7.78E-02  1.41E-01  1.55E-01  1.28E-01  1.44E-01  1.31E-01  1.80E-01  2.45E-03  1.03E-03
   532.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-06  1.97E-04  8.27E-03  3.11E-02  7.73E-02  1.42E-01  1.54E-01  1.28E-01  1.45E-01  1.32E-01  1.79E-01  2.40E-03  8.81E-04
   533.50       0.00E+00  0.00E+00  0.00E+00  2.64E-07  6.59E-07  2.05E-04  7.06E-03  2.92E-02  7.70E-02  1.41E-01  1.51E-01  1.26E-01  1.47E-01  1.33E-01  1.84E-01  2.62E-03  9.58E-04
   534.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-06  1.66E-04  7.04E-03  2.97E-02  7.46E-02  1.40E-01  1.52E-01  1.27E-01  1.45E-01  1.34E-01  1.87E-01  2.84E-03  1.19E-03
   535.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-06  1.93E-04  7.34E-03  2.73E-02  7.41E-02  1.38E-01  1.50E-01  1.29E-01  1.47E-01  1.32E-01  1.90E-01  2.55E-03  1.30E-03
   536.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-06  1.71E-04  7.23E-03  2.79E-02  7.31E-02  1.40E-01  1.53E-01  1.28E-01  1.43E-01  1.34E-01  1.90E-01  2.68E-03  1.08E-03
   537.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-06  1.92E-04  6.73E-03  2.96E-02  7.45E-02  1.36E-01  1.51E-01  1.28E-01  1.46E-01  1.36E-01  1.87E-01  2.55E-03  1.28E-03
   538.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.30E-06  1.33E-04  7.59E-03  2.83E-02  7.32E-02  1.34E-01  1.48E-01  1.26E-01  1.50E-01  1.36E-01  1.93E-01  2.38E-03  1.07E-03
   539.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-04  6.62E-03  2.71E-02  7.22E-02  1.33E-01  1.48E-01  1.28E-01  1.48E-01  1.38E-01  1.95E-01  2.52E-03  1.27E-03
   540.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-06  1.32E-04  6.33E-03  2.56E-02  6.88E-02  1.31E-01  1.47E-01  1.28E-01  1.46E-01  1.41E-01  2.01E-01  2.93E-03  1.20E-03
   541.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.29E-07  1.19E-04  5.90E-03  2.48E-02  6.78E-02  1.27E-01  1.45E-01  1.25E-01  1.51E-01  1.45E-01  2.04E-01  2.98E-03  1.40E-03
   542.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.61E-06  1.36E-04  5.60E-03  2.52E-02  6.64E-02  1.23E-01  1.45E-01  1.25E-01  1.52E-01  1.46E-01  2.07E-01  3.09E-03  1.40E-03
   543.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-07  1.09E-04  5.84E-03  2.29E-02  6.32E-02  1.24E-01  1.42E-01  1.26E-01  1.54E-01  1.47E-01  2.11E-01  3.08E-03  1.52E-03
   544.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-06  1.15E-04  5.70E-03  2.29E-02  6.31E-02  1.22E-01  1.41E-01  1.26E-01  1.50E-01  1.49E-01  2.16E-01  3.47E-03  1.20E-03
   545.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.62E-07  1.32E-04  6.08E-03  2.23E-02  6.29E-02  1.21E-01  1.39E-01  1.30E-01  1.52E-01  1.47E-01  2.15E-01  3.08E-03  1.85E-03
   546.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.31E-06  1.11E-04  5.63E-03  2.20E-02  6.01E-02  1.21E-01  1.42E-01  1.27E-01  1.53E-01  1.47E-01  2.17E-01  3.34E-03  1.41E-03
   547.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.96E-06  1.11E-04  6.03E-03  2.37E-02  6.05E-02  1.20E-01  1.40E-01  1.27E-01  1.51E-01  1.49E-01  2.18E-01  3.19E-03  1.26E-03
   548.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.69E-06  1.25E-04  6.03E-03  2.15E-02  5.97E-02  1.19E-01  1.37E-01  1.26E-01  1.50E-01  1.51E-01  2.24E-01  3.38E-03  1.33E-03
   549.50       0.00E+00  0.00E+00  0.00E+00  1.31E-07  2.77E-06  1.09E-04  4.62E-03  2.07E-02  5.96E-02  1.19E-01  1.37E-01  1.24E-01  1.50E-01  1.51E-01  2.27E-01  3.27E-03  1.51E-03
   550.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-06  9.63E-05  5.16E-03  2.13E-02  6.08E-02  1.15E-01  1.38E-01  1.25E-01  1.52E-01  1.51E-01  2.27E-01  3.35E-03  1.51E-03
   551.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-06  9.66E-05  4.86E-03  2.04E-02  5.84E-02  1.16E-01  1.40E-01  1.24E-01  1.53E-01  1.51E-01  2.27E-01  3.22E-03  1.63E-03
   552.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-04  4.30E-03  2.03E-02  5.82E-02  1.16E-01  1.34E-01  1.27E-01  1.55E-01  1.52E-01  2.27E-01  2.96E-03  1.72E-03
   553.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-06  8.97E-05  4.48E-03  1.91E-02  5.64E-02  1.14E-01  1.35E-01  1.25E-01  1.56E-01  1.51E-01  2.34E-01  3.11E-03  1.78E-03
   554.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-06  7.00E-05  4.37E-03  2.09E-02  5.66E-02  1.10E-01  1.34E-01  1.24E-01  1.55E-01  1.58E-01  2.32E-01  3.44E-03  1.26E-03
   555.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-06  9.79E-05  3.69E-03  1.87E-02  5.38E-02  1.13E-01  1.32E-01  1.26E-01  1.55E-01  1.56E-01  2.36E-01  4.16E-03  1.54E-03
   556.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.25E-07  1.10E-04  3.99E-03  1.91E-02  5.11E-02  1.08E-01  1.33E-01  1.25E-01  1.56E-01  1.58E-01  2.40E-01  4.23E-03  1.70E-03
   557.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.76E-05  3.69E-03  1.72E-02  5.20E-02  1.05E-01  1.27E-01  1.22E-01  1.56E-01  1.62E-01  2.50E-01  4.00E-03  1.75E-03
   558.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-05  3.84E-03  1.69E-02  4.94E-02  1.02E-01  1.25E-01  1.21E-01  1.58E-01  1.67E-01  2.51E-01  3.61E-03  1.96E-03
   559.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.07E-05  4.38E-03  1.65E-02  4.94E-02  1.02E-01  1.25E-01  1.21E-01  1.58E-01  1.64E-01  2.54E-01  4.14E-03  1.71E-03
   560.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-06  6.17E-05  3.73E-03  1.73E-02  4.83E-02  1.02E-01  1.27E-01  1.19E-01  1.56E-01  1.65E-01  2.56E-01  3.99E-03  1.84E-03
   561.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-07  4.86E-05  3.55E-03  1.55E-02  4.85E-02  9.95E-02  1.29E-01  1.21E-01  1.57E-01  1.63E-01  2.56E-01  4.45E-03  1.77E-03
   562.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-05  3.25E-03  1.52E-02  4.43E-02  1.00E-01  1.26E-01  1.23E-01  1.55E-01  1.65E-01  2.61E-01  4.74E-03  2.11E-03
   563.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.92E-06  6.79E-05  3.01E-03  1.46E-02  4.59E-02  9.72E-02  1.22E-01  1.24E-01  1.56E-01  1.66E-01  2.64E-01  4.61E-03  2.56E-03
   564.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-06  7.86E-05  3.18E-03  1.35E-02  4.33E-02  9.74E-02  1.21E-01  1.23E-01  1.57E-01  1.66E-01  2.68E-01  4.80E-03  2.42E-03
   565.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.18E-06  4.34E-05  2.73E-03  1.37E-02  4.44E-02  9.68E-02  1.20E-01  1.19E-01  1.53E-01  1.69E-01  2.74E-01  4.56E-03  2.35E-03
   566.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-05  3.08E-03  1.45E-02  4.50E-02  9.58E-02  1.17E-01  1.18E-01  1.54E-01  1.71E-01  2.75E-01  4.38E-03  2.54E-03
   567.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.36E-05  3.20E-03  1.33E-02  4.37E-02  9.40E-02  1.19E-01  1.20E-01  1.55E-01  1.71E-01  2.75E-01  4.04E-03  1.92E-03
   568.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.07E-05  2.99E-03  1.45E-02  4.13E-02  9.16E-02  1.18E-01  1.18E-01  1.57E-01  1.74E-01  2.77E-01  4.20E-03  1.69E-03
   569.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.78E-05  2.75E-03  1.35E-02  4.20E-02  8.97E-02  1.18E-01  1.17E-01  1.61E-01  1.73E-01  2.77E-01  4.20E-03  2.50E-03
   570.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-07  5.50E-05  2.80E-03  1.21E-02  4.07E-02  8.87E-02  1.15E-01  1.15E-01  1.59E-01  1.73E-01  2.85E-01  4.76E-03  2.53E-03
   571.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.46E-06  5.06E-05  2.31E-03  1.16E-02  3.94E-02  8.63E-02  1.13E-01  1.18E-01  1.56E-01  1.75E-01  2.91E-01  5.18E-03  2.35E-03
   572.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-06  4.54E-05  2.27E-03  1.09E-02  3.81E-02  8.54E-02  1.11E-01  1.19E-01  1.59E-01  1.78E-01  2.89E-01  4.47E-03  1.98E-03
   573.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.64E-07  5.51E-05  2.44E-03  1.26E-02  3.88E-02  8.49E-02  1.09E-01  1.18E-01  1.57E-01  1.78E-01  2.93E-01  4.78E-03  2.02E-03
   574.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.13E-07  6.26E-05  2.54E-03  1.20E-02  3.88E-02  8.31E-02  1.11E-01  1.15E-01  1.57E-01  1.77E-01  2.96E-01  5.43E-03  2.65E-03
   575.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.43E-07  6.28E-05  2.76E-03  1.11E-02  3.70E-02  8.17E-02  1.12E-01  1.13E-01  1.57E-01  1.81E-01  2.95E-01  5.29E-03  2.59E-03
   576.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.57E-05  1.93E-03  1.14E-02  3.70E-02  8.26E-02  1.10E-01  1.15E-01  1.57E-01  1.77E-01  2.99E-01  5.46E-03  3.01E-03
   577.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-06  4.20E-05  2.14E-03  1.07E-02  3.61E-02  8.24E-02  1.10E-01  1.16E-01  1.56E-01  1.80E-01  2.98E-01  5.66E-03  2.73E-03
   578.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-06  4.93E-05  2.18E-03  1.04E-02  3.64E-02  7.98E-02  1.10E-01  1.14E-01  1.53E-01  1.81E-01  3.05E-01  6.36E-03  2.63E-03
   579.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-05  1.73E-03  1.02E-02  3.51E-02  7.92E-02  1.07E-01  1.15E-01  1.57E-01  1.83E-01  3.03E-01  6.07E-03  2.84E-03
   580.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.76E-05  2.09E-03  9.77E-03  3.37E-02  7.91E-02  1.07E-01  1.13E-01  1.60E-01  1.81E-01  3.05E-01  6.38E-03  2.94E-03
   581.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-05  1.98E-03  9.62E-03  3.26E-02  7.87E-02  1.07E-01  1.12E-01  1.57E-01  1.84E-01  3.07E-01  5.68E-03  3.55E-03
   582.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-05  1.76E-03  9.65E-03  3.26E-02  7.54E-02  1.04E-01  1.14E-01  1.59E-01  1.82E-01  3.13E-01  5.69E-03  2.78E-03
   583.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.23E-07  3.17E-05  1.63E-03  8.85E-03  3.30E-02  7.57E-02  1.04E-01  1.11E-01  1.54E-01  1.87E-01  3.16E-01  5.70E-03  2.87E-03
   584.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-05  1.81E-03  8.73E-03  3.18E-02  7.37E-02  1.03E-01  1.12E-01  1.56E-01  1.84E-01  3.19E-01  6.37E-03  2.62E-03
   585.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-05  1.82E-03  8.72E-03  3.07E-02  7.33E-02  1.02E-01  1.12E-01  1.57E-01  1.84E-01  3.22E-01  5.88E-03  2.72E-03
   586.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.96E-05  1.56E-03  9.23E-03  3.08E-02  7.16E-02  1.01E-01  1.10E-01  1.56E-01  1.89E-01  3.23E-01  5.81E-03  2.98E-03
   587.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-05  1.71E-03  7.90E-03  3.04E-02  6.96E-02  9.85E-02  1.12E-01  1.57E-01  1.88E-01  3.25E-01  6.30E-03  3.39E-03
   588.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.68E-05  1.63E-03  8.27E-03  2.76E-02  6.97E-02  1.00E-01  1.09E-01  1.58E-01  1.88E-01  3.29E-01  5.49E-03  3.06E-03
   589.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-05  1.21E-03  8.50E-03  2.69E-02  6.76E-02  9.73E-02  1.11E-01  1.56E-01  1.88E-01  3.34E-01  6.17E-03  2.96E-03
   590.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.30E-05  1.35E-03  8.05E-03  2.81E-02  6.71E-02  9.75E-02  1.08E-01  1.55E-01  1.88E-01  3.36E-01  6.72E-03  3.58E-03
   591.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.97E-07  2.59E-05  1.23E-03  7.29E-03  2.67E-02  6.57E-02  9.73E-02  1.10E-01  1.57E-01  1.89E-01  3.36E-01  6.89E-03  2.98E-03
   592.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-05  1.05E-03  7.38E-03  2.63E-02  6.42E-02  9.38E-02  1.07E-01  1.60E-01  1.93E-01  3.37E-01  7.36E-03  2.77E-03
   593.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.92E-05  1.14E-03  6.86E-03  2.70E-02  6.47E-02  9.26E-02  1.08E-01  1.55E-01  1.92E-01  3.43E-01  6.97E-03  2.80E-03
   594.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-06  2.25E-05  1.01E-03  7.04E-03  2.52E-02  6.38E-02  9.35E-02  1.04E-01  1.58E-01  1.90E-01  3.47E-01  7.03E-03  3.42E-03
   595.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-05  1.10E-03  7.10E-03  2.55E-02  6.31E-02  9.08E-02  1.05E-01  1.54E-01  1.92E-01  3.50E-01  7.66E-03  3.46E-03
   596.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.74E-05  1.42E-03  6.10E-03  2.48E-02  6.11E-02  8.81E-02  1.03E-01  1.57E-01  1.94E-01  3.53E-01  7.79E-03  3.49E-03
   597.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-05  1.14E-03  6.32E-03  2.35E-02  5.94E-02  8.72E-02  1.01E-01  1.58E-01  1.93E-01  3.59E-01  7.26E-03  3.61E-03
   598.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-05  1.05E-03  5.70E-03  2.35E-02  5.94E-02  9.04E-02  1.03E-01  1.55E-01  1.93E-01  3.60E-01  7.02E-03  2.46E-03
   599.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-05  8.71E-04  5.74E-03  2.31E-02  5.80E-02  8.86E-02  1.03E-01  1.56E-01  1.96E-01  3.58E-01  7.25E-03  3.01E-03
   600.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-05  9.94E-04  5.52E-03  2.30E-02  5.98E-02  8.79E-02  1.02E-01  1.53E-01  1.94E-01  3.64E-01  6.57E-03  3.32E-03
   601.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-05  1.05E-03  5.47E-03  2.24E-02  5.64E-02  8.99E-02  1.03E-01  1.54E-01  1.96E-01  3.61E-01  7.22E-03  3.44E-03
   602.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-05  6.86E-04  5.16E-03  2.18E-02  5.62E-02  8.69E-02  1.01E-01  1.52E-01  1.97E-01  3.69E-01  6.85E-03  3.69E-03
   603.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-05  6.07E-04  5.10E-03  2.12E-02  5.43E-02  8.40E-02  9.98E-02  1.53E-01  1.99E-01  3.72E-01  7.69E-03  3.60E-03
   604.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-05  7.72E-04  5.96E-03  2.07E-02  5.46E-02  8.19E-02  9.72E-02  1.57E-01  1.99E-01  3.71E-01  7.33E-03  4.63E-03
   605.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-05  7.88E-04  5.13E-03  1.92E-02  5.40E-02  8.16E-02  9.94E-02  1.53E-01  2.01E-01  3.75E-01  7.35E-03  3.58E-03
   606.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-05  8.22E-04  5.00E-03  1.94E-02  5.23E-02  8.38E-02  9.65E-02  1.52E-01  2.00E-01  3.78E-01  8.33E-03  3.98E-03
   607.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.90E-07  1.07E-05  8.00E-04  4.17E-03  2.03E-02  5.21E-02  8.13E-02  9.72E-02  1.50E-01  2.01E-01  3.81E-01  8.59E-03  3.72E-03
   608.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.74E-06  4.85E-04  5.18E-03  1.90E-02  5.05E-02  7.72E-02  9.78E-02  1.51E-01  2.00E-01  3.87E-01  8.53E-03  3.65E-03
   609.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-05  7.75E-04  4.66E-03  1.80E-02  4.70E-02  7.94E-02  9.93E-02  1.48E-01  2.01E-01  3.90E-01  8.51E-03  3.91E-03
   610.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.26E-06  7.66E-04  4.41E-03  1.79E-02  4.70E-02  7.49E-02  9.74E-02  1.47E-01  2.02E-01  3.96E-01  8.93E-03  3.98E-03
   611.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.08E-06  8.59E-04  4.47E-03  1.76E-02  4.44E-02  7.66E-02  9.48E-02  1.50E-01  2.02E-01  3.96E-01  9.35E-03  4.61E-03
   612.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.04E-06  6.00E-04  4.36E-03  1.72E-02  4.71E-02  7.69E-02  9.34E-02  1.49E-01  2.05E-01  3.93E-01  9.83E-03  4.49E-03
   613.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-06  6.99E-04  4.20E-03  1.76E-02  4.72E-02  7.64E-02  9.39E-02  1.51E-01  2.03E-01  3.92E-01  9.43E-03  4.48E-03
   614.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-05  6.93E-04  4.14E-03  1.73E-02  4.62E-02  7.34E-02  9.22E-02  1.48E-01  2.03E-01  4.02E-01  9.50E-03  4.14E-03
   615.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.04E-07  6.47E-04  4.84E-03  1.63E-02  4.69E-02  7.21E-02  9.26E-02  1.51E-01  2.03E-01  3.99E-01  9.79E-03  4.11E-03
   616.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-05  4.80E-04  3.82E-03  1.65E-02  4.45E-02  7.35E-02  9.46E-02  1.49E-01  2.01E-01  4.02E-01  9.56E-03  3.71E-03
