Figure 3. Sulfur charge state distribution as a function of ion energy.  The high charge state peaks have dramatically shifted to lower energies than previous models produced. Ozak et al. (2010) had the peaks of S^{6+} and S^{14+} at ∼500 keV/u and ∼2.2 MeV/u, respectively.  Due to the use of newly developed SIM cross-sections, the peaks have now shifted down to energies of ∼275keV/u and ∼900 keV/u, respectively.

 Energy [keV/u]        S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+
  1153.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-05  2.97E-04  2.91E-03  4.71E-02  6.43E-01  1.94E-01  1.13E-01
  1154.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-04  3.12E-03  4.73E-02  6.44E-01  1.92E-01  1.13E-01
  1155.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-04  3.14E-03  4.55E-02  6.44E-01  1.93E-01  1.14E-01
  1156.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-04  2.84E-03  4.50E-02  6.46E-01  1.91E-01  1.14E-01
  1157.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-05  2.05E-04  2.34E-03  4.39E-02  6.45E-01  1.95E-01  1.14E-01
  1158.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.87E-05  2.00E-04  2.61E-03  4.27E-02  6.42E-01  1.98E-01  1.15E-01
  1159.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-04  2.18E-04  2.59E-03  4.51E-02  6.36E-01  1.99E-01  1.17E-01
  1160.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-05  3.90E-04  2.82E-03  4.74E-02  6.35E-01  1.98E-01  1.17E-01
  1161.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-05  2.23E-04  2.51E-03  4.52E-02  6.36E-01  1.99E-01  1.17E-01
  1162.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.41E-04  2.54E-03  4.43E-02  6.37E-01  2.00E-01  1.16E-01
  1163.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.43E-04  2.16E-03  4.22E-02  6.39E-01  2.01E-01  1.16E-01
  1164.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-04  2.27E-03  4.28E-02  6.39E-01  1.99E-01  1.17E-01
  1165.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-04  2.78E-03  4.30E-02  6.39E-01  1.99E-01  1.16E-01
  1166.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-04  2.93E-03  4.35E-02  6.39E-01  1.98E-01  1.16E-01
  1167.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-05  4.04E-04  2.51E-03  4.47E-02  6.38E-01  2.00E-01  1.15E-01
  1168.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-05  2.15E-04  2.69E-03  4.28E-02  6.40E-01  1.99E-01  1.15E-01
  1169.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.90E-05  2.80E-04  2.72E-03  4.34E-02  6.37E-01  2.02E-01  1.15E-01
  1170.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-04  2.64E-03  4.42E-02  6.34E-01  2.04E-01  1.15E-01
  1171.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.35E-07  2.12E-04  2.06E-03  4.21E-02  6.36E-01  2.05E-01  1.15E-01
  1172.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-05  2.38E-04  1.98E-03  4.27E-02  6.33E-01  2.04E-01  1.18E-01
  1173.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.38E-04  2.28E-03  4.39E-02  6.27E-01  2.05E-01  1.22E-01
  1174.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-05  1.08E-04  2.95E-03  4.19E-02  6.26E-01  2.07E-01  1.22E-01
  1175.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.72E-04  2.12E-03  4.30E-02  6.28E-01  2.06E-01  1.21E-01
  1176.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-04  2.54E-03  4.18E-02  6.28E-01  2.08E-01  1.20E-01
  1177.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-04  2.76E-03  4.37E-02  6.23E-01  2.09E-01  1.21E-01
  1178.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-06  2.41E-04  2.44E-03  4.23E-02  6.23E-01  2.09E-01  1.22E-01
  1179.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-04  2.33E-03  4.07E-02  6.27E-01  2.10E-01  1.20E-01
  1180.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-04  2.57E-03  4.11E-02  6.28E-01  2.09E-01  1.19E-01
  1181.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.59E-05  2.31E-03  4.33E-02  6.25E-01  2.08E-01  1.21E-01
  1182.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-05  1.79E-04  2.19E-03  4.23E-02  6.29E-01  2.06E-01  1.21E-01
  1183.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-05  1.45E-04  2.29E-03  4.42E-02  6.27E-01  2.05E-01  1.21E-01
  1184.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.28E-05  2.48E-04  2.39E-03  4.24E-02  6.27E-01  2.05E-01  1.23E-01
  1185.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.72E-05  2.09E-04  2.28E-03  4.10E-02  6.26E-01  2.07E-01  1.23E-01
  1186.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-05  3.33E-04  2.30E-03  4.25E-02  6.22E-01  2.09E-01  1.23E-01
  1187.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.14E-06  2.20E-04  2.33E-03  4.18E-02  6.25E-01  2.08E-01  1.23E-01
  1188.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.09E-05  3.48E-04  2.05E-03  4.06E-02  6.24E-01  2.10E-01  1.23E-01
  1189.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-05  1.94E-04  2.41E-03  4.22E-02  6.20E-01  2.11E-01  1.24E-01
  1190.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-05  2.91E-04  2.59E-03  4.00E-02  6.20E-01  2.12E-01  1.25E-01
  1191.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.10E-05  1.18E-04  2.46E-03  3.96E-02  6.21E-01  2.12E-01  1.24E-01
  1192.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-04  1.95E-03  3.82E-02  6.21E-01  2.15E-01  1.24E-01
  1193.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-05  3.88E-04  1.98E-03  4.10E-02  6.18E-01  2.15E-01  1.24E-01
  1194.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-05  2.52E-04  1.67E-03  3.92E-02  6.20E-01  2.15E-01  1.24E-01
  1195.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-04  2.33E-03  3.94E-02  6.19E-01  2.17E-01  1.22E-01
  1196.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-04  2.03E-03  3.97E-02  6.18E-01  2.18E-01  1.22E-01
  1197.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-04  2.01E-03  3.99E-02  6.20E-01  2.17E-01  1.21E-01
  1198.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-06  1.03E-04  2.18E-03  3.90E-02  6.21E-01  2.17E-01  1.21E-01
  1199.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.35E-05  3.16E-05  1.90E-03  3.92E-02  6.18E-01  2.20E-01  1.21E-01
  1200.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.26E-04  2.91E-03  4.03E-02  6.17E-01  2.19E-01  1.20E-01
  1201.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-06  1.96E-04  2.26E-03  3.77E-02  6.21E-01  2.18E-01  1.21E-01
  1202.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-04  2.23E-03  3.90E-02  6.19E-01  2.18E-01  1.21E-01
  1203.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-04  1.96E-03  3.83E-02  6.20E-01  2.19E-01  1.21E-01
  1204.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-04  2.58E-03  3.97E-02  6.16E-01  2.19E-01  1.23E-01
  1205.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.40E-06  1.91E-04  2.90E-03  3.92E-02  6.16E-01  2.19E-01  1.23E-01
  1206.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.82E-05  2.94E-04  2.28E-03  3.87E-02  6.15E-01  2.20E-01  1.23E-01
  1207.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-05  3.02E-04  2.01E-03  3.86E-02  6.14E-01  2.23E-01  1.22E-01
  1208.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.71E-05  1.78E-03  3.92E-02  6.14E-01  2.23E-01  1.22E-01
  1209.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-05  9.46E-05  1.79E-03  3.98E-02  6.12E-01  2.23E-01  1.23E-01
  1210.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-05  1.80E-04  1.78E-03  3.81E-02  6.13E-01  2.22E-01  1.24E-01
  1211.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.03E-06  2.12E-04  1.87E-03  3.73E-02  6.16E-01  2.21E-01  1.24E-01
  1212.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-06  6.34E-05  2.40E-03  3.74E-02  6.15E-01  2.20E-01  1.25E-01
  1213.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.67E-06  2.01E-03  3.81E-02  6.12E-01  2.20E-01  1.28E-01
  1214.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-04  1.75E-03  3.93E-02  6.11E-01  2.21E-01  1.27E-01
  1215.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-04  1.84E-03  3.85E-02  6.11E-01  2.22E-01  1.27E-01
  1216.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-04  2.12E-03  3.86E-02  6.11E-01  2.21E-01  1.27E-01
  1217.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.87E-04  2.13E-03  3.71E-02  6.11E-01  2.21E-01  1.29E-01
  1218.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-04  1.82E-03  3.60E-02  6.13E-01  2.21E-01  1.28E-01
  1219.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.75E-05  8.30E-05  1.92E-03  3.71E-02  6.14E-01  2.22E-01  1.25E-01
  1220.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.29E-06  1.49E-04  1.88E-03  3.71E-02  6.14E-01  2.22E-01  1.25E-01
  1221.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-04  2.18E-03  3.76E-02  6.10E-01  2.22E-01  1.28E-01
  1222.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.24E-05  1.64E-03  3.73E-02  6.08E-01  2.24E-01  1.29E-01
  1223.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-04  1.39E-03  3.78E-02  6.06E-01  2.25E-01  1.30E-01
  1224.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-04  2.06E-03  3.56E-02  6.07E-01  2.26E-01  1.29E-01
  1225.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-04  1.88E-03  3.64E-02  6.07E-01  2.25E-01  1.30E-01
  1226.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-04  2.10E-03  3.47E-02  6.06E-01  2.27E-01  1.30E-01
  1227.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-04  1.91E-03  3.69E-02  6.03E-01  2.27E-01  1.31E-01
  1228.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-06  9.86E-05  1.84E-03  3.57E-02  6.05E-01  2.25E-01  1.32E-01
  1229.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.64E-05  1.27E-04  2.02E-03  3.50E-02  6.05E-01  2.27E-01  1.31E-01
  1230.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.15E-06  8.97E-05  2.12E-03  3.53E-02  6.02E-01  2.30E-01  1.31E-01
  1231.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-04  2.10E-03  3.64E-02  6.01E-01  2.32E-01  1.29E-01
  1232.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-05  1.60E-03  3.58E-02  6.00E-01  2.33E-01  1.29E-01
  1233.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-05  8.08E-05  1.82E-03  3.44E-02  6.01E-01  2.33E-01  1.30E-01
  1234.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.93E-05  1.72E-04  1.97E-03  3.57E-02  5.97E-01  2.32E-01  1.32E-01
  1235.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-04  1.55E-03  3.47E-02  5.96E-01  2.35E-01  1.32E-01
  1236.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-04  1.63E-03  3.47E-02  5.98E-01  2.34E-01  1.32E-01
  1237.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-05  1.50E-04  1.64E-03  3.54E-02  5.97E-01  2.33E-01  1.33E-01
  1238.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-05  1.50E-04  1.53E-03  3.65E-02  5.94E-01  2.36E-01  1.32E-01
  1239.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.85E-06  1.05E-04  1.70E-03  3.51E-02  5.95E-01  2.34E-01  1.34E-01
  1240.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-04  1.31E-03  3.62E-02  5.92E-01  2.34E-01  1.37E-01
  1241.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-04  1.56E-03  3.51E-02  5.94E-01  2.34E-01  1.35E-01
  1242.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-04  1.77E-03  3.22E-02  5.96E-01  2.37E-01  1.33E-01
  1243.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-04  1.69E-03  3.30E-02  5.95E-01  2.38E-01  1.32E-01
  1244.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-04  1.54E-03  3.41E-02  5.93E-01  2.39E-01  1.32E-01
  1245.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-04  1.82E-03  3.22E-02  5.92E-01  2.40E-01  1.35E-01
  1246.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-04  1.59E-03  3.31E-02  5.90E-01  2.39E-01  1.36E-01
  1247.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.71E-05  1.59E-03  3.40E-02  5.88E-01  2.39E-01  1.37E-01
  1248.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-04  1.83E-03  3.50E-02  5.86E-01  2.39E-01  1.37E-01
  1249.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.87E-06  1.85E-03  3.42E-02  5.84E-01  2.41E-01  1.38E-01
  1250.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.16E-05  1.49E-03  3.15E-02  5.86E-01  2.41E-01  1.40E-01
  1251.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-04  1.52E-03  3.37E-02  5.83E-01  2.41E-01  1.41E-01
  1252.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-04  1.69E-03  3.34E-02  5.79E-01  2.45E-01  1.41E-01
  1253.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.66E-05  1.57E-03  3.29E-02  5.78E-01  2.44E-01  1.43E-01
  1254.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.51E-05  1.62E-03  3.27E-02  5.78E-01  2.43E-01  1.44E-01
  1255.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-04  1.64E-03  3.34E-02  5.80E-01  2.43E-01  1.42E-01
  1256.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.95E-05  1.68E-03  3.31E-02  5.79E-01  2.45E-01  1.42E-01
  1257.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-05  4.34E-05  1.53E-03  3.31E-02  5.80E-01  2.43E-01  1.43E-01
  1258.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.08E-05  1.61E-03  3.21E-02  5.79E-01  2.45E-01  1.42E-01
  1259.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.08E-05  1.36E-03  3.24E-02  5.79E-01  2.45E-01  1.43E-01
  1260.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-04  1.23E-03  3.23E-02  5.80E-01  2.43E-01  1.43E-01
  1261.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.55E-05  1.26E-03  2.96E-02  5.80E-01  2.44E-01  1.45E-01
  1262.50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-04  1.51E-03  3.32E-02  5.76E-01  2.43E-01  1.46E-01
