Figure 11. Sulfur ion production rate from X-ray producing charge exchange collisions combined with X-ray producing direct excitation collisions of each ion charge state vs. altitude from Juno’s PJ 7 pass.  Also included is the altitude integrated production rate of each charge state displayed.  It is evident from the charge states obtained that X-rays will be produced.

 Altitude integrated photon production [photons cm^-2 s^-1] as a function of charge state.
 ΔAlt [km]        S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+
     2.00  2.15E+09  1.96E+09  7.54E+08  2.60E+08  8.56E+07  5.34E+07  3.75E+06  7.29E+05  1.33E+05  2.04E+04  2.46E+03  3.64E+02  7.66E+01  1.66E+01  0.00E+00  0.00E+00  0.00E+00

 Photon production [photons cm^-3 s^-1] as a function of altitude and charge state.
 Alt [km]         S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+ 
  2328.00  7.12E-04  2.36E-03  2.28E-04  1.80E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2326.00  6.98E-04  2.23E-03  1.72E-04  3.20E-05  8.01E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2324.00  8.52E-04  2.41E-03  2.46E-04  5.97E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2322.00  8.98E-04  2.30E-03  1.66E-04  6.01E-05  0.00E+00  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2320.00  8.20E-04  2.34E-03  1.89E-04  5.48E-05  1.05E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2318.00  8.36E-04  2.46E-03  1.90E-04  5.62E-05  2.41E-06  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2316.00  8.62E-04  2.78E-03  1.60E-04  5.14E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2314.00  8.23E-04  2.59E-03  2.00E-04  6.02E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2312.00  8.13E-04  2.47E-03  1.69E-04  4.16E-05  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2310.00  9.70E-04  2.46E-03  2.14E-04  4.06E-05  1.04E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2308.00  8.77E-04  2.42E-03  2.21E-04  5.80E-05  6.02E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2306.00  8.48E-04  2.52E-03  1.62E-04  4.75E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2304.00  9.84E-04  2.81E-03  2.71E-04  1.24E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2302.00  1.04E-03  2.76E-03  1.82E-04  3.47E-05  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2300.00  8.22E-04  2.51E-03  2.27E-04  3.35E-05  0.00E+00  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2298.00  9.15E-04  2.60E-03  3.57E-04  6.40E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2296.00  7.63E-04  2.63E-03  2.60E-04  4.73E-05  2.87E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2294.00  9.82E-04  2.84E-03  2.33E-04  3.52E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2292.00  9.95E-04  2.84E-03  1.64E-04  4.66E-05  3.92E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2290.00  1.04E-03  2.85E-03  2.33E-04  5.22E-05  7.36E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2288.00  9.64E-04  2.94E-03  2.66E-04  4.21E-05  1.04E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2286.00  9.67E-04  2.83E-03  2.63E-04  6.23E-05  6.79E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2284.00  1.07E-03  2.91E-03  2.42E-04  5.42E-05  0.00E+00  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2282.00  1.11E-03  2.82E-03  1.52E-04  7.49E-05  8.91E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2280.00  1.01E-03  2.69E-03  2.04E-04  4.77E-05  7.04E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2278.00  9.56E-04  2.98E-03  2.82E-04  5.56E-05  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2276.00  9.44E-04  2.90E-03  2.90E-04  4.52E-05  5.25E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2274.00  1.05E-03  2.90E-03  2.91E-04  7.95E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2272.00  1.08E-03  2.89E-03  2.52E-04  3.76E-05  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2270.00  1.01E-03  2.92E-03  2.10E-04  6.98E-05  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2268.00  1.17E-03  3.21E-03  3.16E-04  5.90E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2266.00  1.08E-03  3.26E-03  3.72E-04  5.71E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2264.00  1.10E-03  3.13E-03  4.72E-04  3.19E-05  6.48E-06  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2262.00  1.06E-03  3.28E-03  3.01E-04  3.04E-05  7.39E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2260.00  1.07E-03  3.39E-03  2.88E-04  2.28E-05  6.33E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2258.00  9.27E-04  3.05E-03  2.37E-04  5.65E-05  2.87E-06  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2256.00  1.02E-03  3.23E-03  3.29E-04  7.26E-05  1.07E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2254.00  1.14E-03  3.35E-03  3.51E-04  8.07E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2252.00  1.22E-03  3.24E-03  3.44E-04  7.05E-05  2.87E-06  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2250.00  1.03E-03  3.11E-03  2.39E-04  6.22E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2248.00  1.19E-03  3.48E-03  2.71E-04  5.30E-05  1.27E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2246.00  1.18E-03  3.33E-03  3.41E-04  5.26E-05  6.48E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2244.00  1.24E-03  3.18E-03  2.66E-04  4.41E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2242.00  1.32E-03  3.33E-03  2.74E-04  7.39E-05  1.04E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2240.00  1.32E-03  3.60E-03  3.54E-04  5.63E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2238.00  1.23E-03  3.55E-03  3.11E-04  8.03E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2236.00  1.24E-03  3.46E-03  4.76E-04  7.14E-05  1.83E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2234.00  1.20E-03  3.39E-03  3.65E-04  8.16E-05  8.43E-06  0.00E+00  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2232.00  1.55E-03  3.55E-03  4.60E-04  4.35E-05  8.01E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2230.00  1.20E-03  3.78E-03  4.37E-04  7.26E-05  0.00E+00  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2228.00  1.32E-03  3.66E-03  4.58E-04  1.24E-04  1.89E-05  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2226.00  1.23E-03  3.52E-03  3.83E-04  6.52E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2224.00  1.46E-03  3.66E-03  3.55E-04  7.05E-05  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2222.00  1.32E-03  3.95E-03  4.15E-04  1.20E-04  7.22E-06  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2220.00  1.37E-03  3.79E-03  4.14E-04  8.43E-05  6.33E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2218.00  1.46E-03  3.72E-03  5.79E-04  9.25E-05  2.87E-06  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2216.00  1.44E-03  3.77E-03  3.82E-04  1.00E-04  1.54E-05  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2214.00  1.36E-03  3.82E-03  3.36E-04  7.70E-05  1.19E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2212.00  1.33E-03  3.76E-03  4.46E-04  1.01E-04  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2210.00  1.34E-03  3.98E-03  3.87E-04  1.26E-04  1.87E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2208.00  1.47E-03  3.89E-03  5.44E-04  1.07E-04  9.26E-06  4.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2206.00  1.32E-03  3.82E-03  5.26E-04  6.89E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2204.00  1.47E-03  4.15E-03  4.69E-04  9.14E-05  1.42E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2202.00  1.39E-03  3.92E-03  4.15E-04  9.14E-05  5.34E-06  5.75E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2200.00  1.40E-03  4.13E-03  4.30E-04  1.43E-04  1.31E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2198.00  1.49E-03  4.06E-03  4.65E-04  6.02E-05  4.21E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2196.00  1.49E-03  3.96E-03  5.53E-04  1.26E-04  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2194.00  1.48E-03  4.40E-03  5.43E-04  1.50E-04  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2192.00  1.54E-03  4.63E-03  5.88E-04  1.75E-04  0.00E+00  0.00E+00  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2190.00  1.60E-03  4.09E-03  5.15E-04  1.24E-04  6.18E-06  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2188.00  1.67E-03  4.24E-03  5.41E-04  1.13E-04  8.35E-06  3.21E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2186.00  1.45E-03  4.11E-03  6.03E-04  1.46E-04  2.14E-05  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2184.00  1.58E-03  4.25E-03  6.42E-04  9.74E-05  3.55E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2182.00  1.56E-03  4.05E-03  3.76E-04  2.25E-04  1.29E-05  6.79E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2180.00  1.41E-03  4.43E-03  5.30E-04  1.52E-04  3.75E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2178.00  1.64E-03  4.33E-03  5.98E-04  1.51E-04  1.27E-05  6.33E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2176.00  1.33E-03  4.45E-03  6.22E-04  1.49E-04  5.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2174.00  1.65E-03  3.98E-03  5.92E-04  1.40E-04  3.50E-05  8.06E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2172.00  1.65E-03  4.36E-03  4.72E-04  1.28E-04  0.00E+00  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2170.00  1.63E-03  4.97E-03  5.74E-04  9.45E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2168.00  1.66E-03  4.45E-03  4.68E-04  1.08E-04  8.22E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2166.00  1.76E-03  4.43E-03  7.10E-04  1.51E-04  1.77E-05  3.21E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2164.00  1.63E-03  4.69E-03  6.53E-04  1.53E-04  2.41E-06  8.06E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2162.00  1.90E-03  4.86E-03  6.38E-04  1.42E-04  0.00E+00  8.50E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2160.00  1.86E-03  4.85E-03  6.65E-04  1.36E-04  1.14E-05  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2158.00  1.86E-03  4.51E-03  6.70E-04  1.13E-04  9.93E-06  6.18E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2156.00  1.78E-03  4.52E-03  5.76E-04  1.32E-04  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2154.00  1.87E-03  4.67E-03  6.95E-04  1.30E-04  1.19E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2152.00  1.79E-03  4.47E-03  5.88E-04  1.23E-04  1.67E-05  1.87E-06  0.00E+00  0.00E+00  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2150.00  1.68E-03  4.98E-03  6.70E-04  1.17E-04  4.58E-05  0.00E+00  0.00E+00  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2148.00  1.94E-03  4.79E-03  6.40E-04  1.79E-04  6.97E-06  2.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2146.00  1.75E-03  5.06E-03  7.46E-04  1.69E-04  9.52E-07  2.87E-06  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2144.00  2.02E-03  4.79E-03  5.56E-04  2.10E-04  1.29E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2142.00  1.81E-03  4.70E-03  7.55E-04  1.35E-04  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2140.00  2.08E-03  5.09E-03  7.09E-04  1.73E-04  1.74E-05  1.01E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2138.00  1.89E-03  5.00E-03  6.96E-04  1.68E-04  2.21E-05  3.92E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2136.00  2.09E-03  5.24E-03  6.97E-04  1.89E-04  1.22E-05  7.76E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2134.00  1.79E-03  4.87E-03  6.39E-04  2.54E-04  9.34E-06  1.11E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2132.00  1.93E-03  4.76E-03  7.05E-04  1.67E-04  1.71E-05  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2130.00  1.91E-03  5.19E-03  7.59E-04  1.63E-04  2.16E-05  1.87E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2128.00  2.03E-03  5.68E-03  8.62E-04  1.50E-04  1.38E-05  1.08E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2126.00  2.07E-03  5.16E-03  7.70E-04  1.13E-04  2.27E-05  5.82E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2124.00  1.81E-03  5.03E-03  8.65E-04  2.02E-04  2.51E-05  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2122.00  1.90E-03  5.37E-03  8.29E-04  1.92E-04  3.92E-06  8.67E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2120.00  2.03E-03  5.23E-03  7.95E-04  1.35E-04  2.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2118.00  2.22E-03  5.51E-03  8.39E-04  1.37E-04  2.39E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2116.00  2.11E-03  5.05E-03  9.09E-04  1.52E-04  2.61E-05  1.05E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2114.00  1.97E-03  5.17E-03  8.78E-04  2.30E-04  1.99E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
