Figure 11. Sulfur ion production rate from X-ray producing charge exchange collisions combined with X-ray producing direct excitation collisions of each ion charge state vs. altitude from Juno’s PJ 7 pass.  Also included is the altitude integrated production rate of each charge state displayed.  It is evident from the charge states obtained that X-rays will be produced.

 Altitude integrated photon production [photons cm^-2 s^-1] as a function of charge state.
 ΔAlt [km]        S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+
     2.00  2.15E+09  1.96E+09  7.54E+08  2.60E+08  8.56E+07  5.34E+07  3.75E+06  7.29E+05  1.33E+05  2.04E+04  2.46E+03  3.64E+02  7.66E+01  1.66E+01  0.00E+00  0.00E+00  0.00E+00

 Photon production [photons cm^-3 s^-1] as a function of altitude and charge state.
 Alt [km]         S        S+       S2+       S3+       S4+       S5+       S6+       S7+       S8+       S9+      S10+      S11+      S12+      S13+      S14+      S15+      S16+ 
  1596.00  1.86E-02  2.40E-02  1.21E-02  4.98E-03  1.57E-03  6.70E-04  3.72E-05  3.21E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1594.00  1.93E-02  2.41E-02  1.23E-02  5.46E-03  1.66E-03  7.86E-04  2.69E-05  8.91E-06  4.75E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1592.00  1.87E-02  2.42E-02  1.27E-02  5.76E-03  1.76E-03  7.38E-04  2.85E-05  6.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1590.00  1.96E-02  2.46E-02  1.23E-02  5.47E-03  1.60E-03  9.23E-04  2.97E-05  5.50E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1588.00  1.94E-02  2.45E-02  1.27E-02  5.47E-03  1.67E-03  8.91E-04  2.82E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1586.00  1.99E-02  2.54E-02  1.23E-02  5.19E-03  1.84E-03  7.34E-04  4.58E-05  8.17E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1584.00  1.99E-02  2.57E-02  1.30E-02  5.93E-03  2.04E-03  8.14E-04  3.33E-05  3.62E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1582.00  2.06E-02  2.61E-02  1.30E-02  5.99E-03  1.83E-03  8.86E-04  5.28E-05  6.96E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1580.00  2.07E-02  2.60E-02  1.33E-02  6.03E-03  1.88E-03  8.25E-04  2.56E-05  4.16E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1578.00  2.10E-02  2.54E-02  1.33E-02  6.02E-03  1.83E-03  8.09E-04  3.91E-05  7.65E-06  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1576.00  2.17E-02  2.63E-02  1.34E-02  6.15E-03  2.05E-03  8.37E-04  4.42E-05  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1574.00  2.13E-02  2.66E-02  1.34E-02  6.35E-03  1.91E-03  8.82E-04  4.62E-05  1.32E-05  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1572.00  2.09E-02  2.64E-02  1.39E-02  6.24E-03  1.89E-03  9.08E-04  3.76E-05  7.53E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1570.00  2.22E-02  2.77E-02  1.36E-02  6.20E-03  2.05E-03  1.01E-03  5.63E-05  7.60E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1568.00  2.19E-02  2.77E-02  1.40E-02  6.58E-03  1.92E-03  8.99E-04  3.56E-05  7.40E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1566.00  2.25E-02  2.77E-02  1.36E-02  6.59E-03  2.05E-03  9.67E-04  4.03E-05  6.58E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1564.00  2.30E-02  2.84E-02  1.44E-02  6.38E-03  1.98E-03  9.21E-04  5.56E-05  5.91E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1562.00  2.27E-02  2.84E-02  1.51E-02  6.63E-03  1.96E-03  1.07E-03  4.60E-05  4.16E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1560.00  2.34E-02  2.85E-02  1.51E-02  6.74E-03  2.18E-03  1.02E-03  4.86E-05  9.40E-06  1.87E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1558.00  2.34E-02  2.85E-02  1.54E-02  7.05E-03  2.26E-03  9.82E-04  3.74E-05  5.91E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1556.00  2.28E-02  2.94E-02  1.50E-02  6.93E-03  2.34E-03  1.03E-03  3.91E-05  1.40E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1554.00  2.41E-02  3.07E-02  1.54E-02  6.99E-03  2.34E-03  1.09E-03  4.48E-05  1.62E-05  2.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1552.00  2.33E-02  3.04E-02  1.60E-02  6.62E-03  2.31E-03  1.09E-03  4.75E-05  1.07E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1550.00  2.49E-02  3.02E-02  1.56E-02  7.52E-03  2.37E-03  1.15E-03  4.46E-05  6.62E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1548.00  2.49E-02  2.97E-02  1.54E-02  7.33E-03  2.20E-03  1.16E-03  5.39E-05  6.09E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1546.00  2.49E-02  3.10E-02  1.61E-02  7.70E-03  2.58E-03  1.15E-03  7.67E-05  1.20E-05  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1544.00  2.54E-02  3.14E-02  1.63E-02  7.88E-03  2.57E-03  1.27E-03  4.68E-05  7.94E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1542.00  2.62E-02  3.18E-02  1.67E-02  7.31E-03  2.51E-03  1.19E-03  5.94E-05  1.11E-05  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1540.00  2.55E-02  3.21E-02  1.65E-02  7.45E-03  2.49E-03  1.30E-03  7.10E-05  5.53E-06  0.00E+00  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1538.00  2.68E-02  3.23E-02  1.68E-02  7.96E-03  2.54E-03  1.22E-03  7.48E-05  6.07E-06  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1536.00  2.69E-02  3.23E-02  1.68E-02  7.91E-03  2.57E-03  1.18E-03  6.46E-05  8.03E-06  5.91E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1534.00  2.69E-02  3.28E-02  1.68E-02  8.15E-03  2.76E-03  1.23E-03  6.67E-05  5.50E-06  1.34E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1532.00  2.78E-02  3.30E-02  1.70E-02  8.34E-03  2.56E-03  1.29E-03  4.85E-05  1.47E-05  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1530.00  2.77E-02  3.41E-02  1.73E-02  7.78E-03  2.79E-03  1.41E-03  4.21E-05  5.16E-06  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1528.00  2.83E-02  3.39E-02  1.72E-02  8.37E-03  2.64E-03  1.49E-03  6.61E-05  8.20E-06  4.21E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1526.00  2.69E-02  3.50E-02  1.77E-02  8.28E-03  2.86E-03  1.45E-03  7.47E-05  9.46E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1524.00  2.79E-02  3.40E-02  1.81E-02  8.36E-03  2.86E-03  1.40E-03  8.54E-05  8.56E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1522.00  2.84E-02  3.53E-02  1.85E-02  8.36E-03  2.78E-03  1.46E-03  7.51E-05  6.99E-06  5.91E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1520.00  2.92E-02  3.59E-02  1.82E-02  8.07E-03  3.00E-03  1.49E-03  6.76E-05  1.88E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1518.00  2.95E-02  3.59E-02  1.78E-02  8.50E-03  2.89E-03  1.47E-03  5.97E-05  9.40E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1516.00  2.96E-02  3.68E-02  1.90E-02  9.05E-03  3.05E-03  1.42E-03  8.01E-05  1.56E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1514.00  3.07E-02  3.56E-02  1.81E-02  8.84E-03  2.90E-03  1.54E-03  6.61E-05  1.61E-05  0.00E+00  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1512.00  3.14E-02  3.66E-02  1.92E-02  8.88E-03  3.24E-03  1.57E-03  8.34E-05  1.21E-05  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1510.00  2.93E-02  3.78E-02  1.93E-02  9.08E-03  3.02E-03  1.69E-03  6.73E-05  1.26E-05  2.83E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1508.00  3.09E-02  3.81E-02  1.95E-02  8.90E-03  3.06E-03  1.61E-03  8.88E-05  1.05E-05  2.83E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1506.00  3.16E-02  3.74E-02  2.02E-02  9.56E-03  3.45E-03  1.65E-03  8.08E-05  8.78E-06  3.24E-06  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1504.00  3.15E-02  3.86E-02  2.01E-02  9.52E-03  3.40E-03  1.69E-03  8.79E-05  1.66E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1502.00  3.37E-02  3.82E-02  2.02E-02  9.21E-03  3.39E-03  1.66E-03  9.42E-05  1.35E-05  4.16E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1500.00  3.24E-02  3.97E-02  2.07E-02  1.01E-02  3.34E-03  1.81E-03  9.41E-05  1.18E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1498.00  3.26E-02  3.99E-02  2.05E-02  9.85E-03  3.41E-03  1.81E-03  1.08E-04  2.11E-05  3.81E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1496.00  3.46E-02  3.99E-02  2.09E-02  9.80E-03  3.61E-03  1.90E-03  7.41E-05  2.29E-05  9.52E-07  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1494.00  3.50E-02  4.03E-02  2.12E-02  1.01E-02  3.48E-03  1.74E-03  1.27E-04  9.31E-06  4.70E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1492.00  3.44E-02  4.08E-02  2.15E-02  1.03E-02  3.99E-03  1.94E-03  1.05E-04  1.54E-05  4.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1490.00  3.42E-02  4.15E-02  2.15E-02  1.05E-02  3.62E-03  2.09E-03  1.07E-04  1.90E-05  5.53E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1488.00  3.51E-02  4.25E-02  2.12E-02  1.10E-02  3.73E-03  1.99E-03  1.61E-04  1.56E-05  4.16E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1486.00  3.60E-02  4.26E-02  2.21E-02  1.10E-02  4.08E-03  2.02E-03  9.09E-05  1.54E-05  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1484.00  3.68E-02  4.28E-02  2.25E-02  1.07E-02  3.81E-03  2.04E-03  1.57E-04  2.69E-05  4.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1482.00  3.65E-02  4.36E-02  2.25E-02  1.07E-02  4.05E-03  1.98E-03  9.90E-05  7.56E-06  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1480.00  3.67E-02  4.33E-02  2.30E-02  1.11E-02  4.08E-03  2.08E-03  1.12E-04  1.52E-05  4.58E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1478.00  3.74E-02  4.41E-02  2.40E-02  1.14E-02  3.87E-03  2.08E-03  1.16E-04  1.38E-05  2.29E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1476.00  3.75E-02  4.50E-02  2.37E-02  1.20E-02  3.94E-03  2.16E-03  9.94E-05  1.80E-05  2.41E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1474.00  3.80E-02  4.53E-02  2.35E-02  1.18E-02  4.38E-03  2.33E-03  1.35E-04  2.28E-05  7.56E-06  2.86E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1472.00  3.88E-02  4.55E-02  2.46E-02  1.14E-02  4.14E-03  2.33E-03  1.49E-04  2.67E-05  7.79E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1470.00  3.96E-02  4.73E-02  2.37E-02  1.17E-02  4.27E-03  2.44E-03  1.63E-04  2.65E-05  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1468.00  3.97E-02  4.76E-02  2.49E-02  1.16E-02  4.46E-03  2.43E-03  1.50E-04  2.54E-05  2.29E-06  0.00E+00  0.00E+00  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1466.00  4.07E-02  4.81E-02  2.40E-02  1.18E-02  4.40E-03  2.49E-03  1.44E-04  1.84E-05  9.52E-07  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1464.00  4.17E-02  4.73E-02  2.45E-02  1.19E-02  4.29E-03  2.41E-03  1.51E-04  1.65E-05  2.86E-06  0.00E+00  0.00E+00  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1462.00  4.07E-02  4.83E-02  2.49E-02  1.28E-02  4.48E-03  2.50E-03  1.59E-04  2.58E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1460.00  4.18E-02  4.95E-02  2.57E-02  1.23E-02  4.38E-03  2.54E-03  1.59E-04  2.91E-05  9.86E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1458.00  4.20E-02  4.97E-02  2.55E-02  1.24E-02  4.34E-03  2.60E-03  1.37E-04  2.78E-05  8.22E-06  3.62E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1456.00  4.25E-02  4.92E-02  2.60E-02  1.26E-02  4.88E-03  2.76E-03  1.64E-04  2.44E-05  7.79E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1454.00  4.29E-02  5.19E-02  2.67E-02  1.32E-02  4.80E-03  2.67E-03  1.63E-04  3.08E-05  3.78E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1452.00  4.34E-02  5.13E-02  2.68E-02  1.32E-02  4.95E-03  2.67E-03  1.63E-04  2.22E-05  3.62E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1450.00  4.41E-02  5.23E-02  2.69E-02  1.36E-02  4.94E-03  2.76E-03  1.82E-04  3.28E-05  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1448.00  4.52E-02  5.22E-02  2.73E-02  1.29E-02  4.87E-03  2.81E-03  1.38E-04  2.64E-05  6.48E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1446.00  4.46E-02  5.40E-02  2.73E-02  1.36E-02  4.99E-03  2.86E-03  1.99E-04  2.27E-05  3.78E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1444.00  4.54E-02  5.35E-02  2.79E-02  1.35E-02  5.09E-03  2.64E-03  1.38E-04  1.18E-05  4.58E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1442.00  4.47E-02  5.51E-02  2.82E-02  1.40E-02  5.22E-03  2.88E-03  1.74E-04  3.28E-05  4.58E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1440.00  4.67E-02  5.51E-02  2.85E-02  1.42E-02  5.31E-03  3.13E-03  1.83E-04  2.67E-05  2.29E-06  9.52E-07  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1438.00  4.71E-02  5.69E-02  2.92E-02  1.47E-02  5.52E-03  3.07E-03  2.22E-04  4.34E-05  2.41E-06  1.87E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1436.00  4.74E-02  5.61E-02  2.94E-02  1.43E-02  5.07E-03  3.09E-03  2.41E-04  2.43E-05  0.00E+00  2.67E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1434.00  4.85E-02  5.71E-02  3.08E-02  1.45E-02  5.47E-03  3.12E-03  2.08E-04  3.37E-05  1.34E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1432.00  4.86E-02  5.85E-02  3.00E-02  1.51E-02  5.63E-03  3.29E-03  1.73E-04  3.33E-05  4.96E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1430.00  4.93E-02  5.91E-02  3.03E-02  1.47E-02  5.96E-03  3.21E-03  2.08E-04  3.64E-05  6.86E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1428.00  5.06E-02  5.81E-02  3.19E-02  1.48E-02  5.51E-03  3.46E-03  1.97E-04  3.74E-05  6.07E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1426.00  5.02E-02  6.04E-02  3.12E-02  1.53E-02  5.99E-03  3.42E-03  2.18E-04  3.69E-05  1.90E-06  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1424.00  5.17E-02  6.06E-02  3.14E-02  1.51E-02  5.90E-03  3.56E-03  2.47E-04  3.48E-05  8.60E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1422.00  5.15E-02  6.07E-02  3.19E-02  1.54E-02  5.83E-03  3.45E-03  2.43E-04  3.68E-05  3.62E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1420.00  5.17E-02  6.27E-02  3.24E-02  1.59E-02  6.07E-03  3.72E-03  2.04E-04  3.92E-05  4.19E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1418.00  5.35E-02  6.33E-02  3.29E-02  1.57E-02  5.90E-03  3.75E-03  2.26E-04  5.09E-05  4.19E-06  2.29E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1416.00  5.37E-02  6.22E-02  3.27E-02  1.66E-02  6.30E-03  3.71E-03  2.24E-04  3.92E-05  5.50E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1414.00  5.42E-02  6.47E-02  3.31E-02  1.55E-02  6.40E-03  3.88E-03  2.34E-04  5.78E-05  3.24E-06  2.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1412.00  5.47E-02  6.37E-02  3.36E-02  1.58E-02  6.10E-03  3.71E-03  2.61E-04  6.55E-05  4.70E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1410.00  5.35E-02  6.60E-02  3.34E-02  1.63E-02  6.30E-03  3.74E-03  2.25E-04  3.40E-05  4.19E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1408.00  5.43E-02  6.62E-02  3.51E-02  1.66E-02  6.58E-03  3.89E-03  2.99E-04  5.04E-05  6.22E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1406.00  5.64E-02  6.53E-02  3.49E-02  1.70E-02  6.45E-03  3.99E-03  2.88E-04  3.30E-05  1.10E-05  3.24E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1404.00  5.71E-02  6.89E-02  3.54E-02  1.77E-02  6.74E-03  4.04E-03  2.44E-04  5.67E-05  1.87E-06  1.34E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1402.00  5.79E-02  6.92E-02  3.56E-02  1.68E-02  6.97E-03  4.26E-03  2.15E-04  3.70E-05  3.81E-06  2.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1400.00  5.97E-02  6.91E-02  3.63E-02  1.72E-02  7.14E-03  4.20E-03  3.08E-04  4.91E-05  1.06E-05  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1398.00  5.86E-02  6.99E-02  3.61E-02  1.79E-02  7.01E-03  4.40E-03  2.64E-04  5.42E-05  7.05E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1396.00  6.06E-02  7.05E-02  3.68E-02  1.83E-02  7.04E-03  4.31E-03  2.83E-04  4.97E-05  7.02E-06  1.90E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1394.00  6.13E-02  7.10E-02  3.77E-02  1.85E-02  7.36E-03  4.43E-03  2.46E-04  5.19E-05  6.60E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1392.00  6.36E-02  7.18E-02  3.79E-02  1.85E-02  7.10E-03  4.41E-03  3.06E-04  3.96E-05  9.31E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1390.00  6.27E-02  7.37E-02  3.79E-02  1.89E-02  7.42E-03  4.37E-03  2.56E-04  4.31E-05  1.38E-05  2.86E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1388.00  6.31E-02  7.47E-02  3.83E-02  1.92E-02  7.30E-03  4.38E-03  3.41E-04  5.83E-05  4.58E-06  9.52E-07  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1386.00  6.48E-02  7.63E-02  3.83E-02  1.89E-02  7.71E-03  4.66E-03  3.36E-04  3.49E-05  6.48E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1384.00  6.60E-02  7.58E-02  3.96E-02  1.93E-02  7.78E-03  4.89E-03  3.01E-04  5.99E-05  6.29E-06  2.29E-06  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1382.00  6.54E-02  7.81E-02  4.02E-02  1.94E-02  7.69E-03  4.64E-03  3.00E-04  7.30E-05  1.34E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
