Figure 11. Oxygen ion production rate from X-ray producing charge exchange collisions combined with X-ray producing direct excitation collisions of each ion charge state vs. altitude from Juno’s PJ 7 pass.  Also included is the altitude integrated production rate of each charge state displayed.  It is evident from the charge states obtained that X-rays will be produced.

 Altitude integrated photon production [photons cm^-2 s^-1] as a function of charge state.
 ΔAlt [km]  ONeg       O          O+         O2+        O3+        O4+        O5+        O6+        O7+        O8+
     2.00   0.00E+00   1.49E+09   9.84E+08   3.11E+08   1.08E+08   4.45E+07   5.51E+07   3.44E+06   8.01E+05   0.00E+00

 Photon production [photons cm^-3 s^-1] as a function of altitude and charge state.
 Alt [km]   ONeg       O          O+         O2+        O3+        O4+        O5+        O6+        O7+        O8+
   676.00   0.00E+00   9.05E+00   7.45E+00   2.56E+00   8.45E-01   3.18E-01   3.75E-01   2.46E-02   7.15E-03   0.00E+00
   674.00   0.00E+00   9.20E+00   7.57E+00   2.60E+00   8.52E-01   3.22E-01   3.81E-01   2.52E-02   7.20E-03   0.00E+00
   672.00   0.00E+00   9.33E+00   7.68E+00   2.63E+00   8.67E-01   3.27E-01   3.86E-01   2.57E-02   7.07E-03   0.00E+00
   670.00   0.00E+00   9.49E+00   7.81E+00   2.66E+00   8.79E-01   3.32E-01   3.89E-01   2.60E-02   7.48E-03   0.00E+00
   668.00   0.00E+00   9.65E+00   7.93E+00   2.70E+00   8.94E-01   3.37E-01   3.94E-01   2.58E-02   7.51E-03   0.00E+00
   666.00   0.00E+00   9.80E+00   8.04E+00   2.75E+00   9.09E-01   3.42E-01   4.01E-01   2.69E-02   7.62E-03   0.00E+00
   664.00   0.00E+00   9.94E+00   8.14E+00   2.78E+00   9.17E-01   3.44E-01   4.06E-01   2.74E-02   7.60E-03   0.00E+00
   662.00   0.00E+00   1.01E+01   8.25E+00   2.81E+00   9.26E-01   3.48E-01   4.12E-01   2.75E-02   7.83E-03   0.00E+00
   660.00   0.00E+00   1.03E+01   8.41E+00   2.86E+00   9.42E-01   3.55E-01   4.17E-01   2.78E-02   7.84E-03   0.00E+00
   658.00   0.00E+00   1.05E+01   8.50E+00   2.89E+00   9.55E-01   3.60E-01   4.24E-01   2.81E-02   7.88E-03   0.00E+00
   656.00   0.00E+00   1.06E+01   8.63E+00   2.94E+00   9.66E-01   3.66E-01   4.29E-01   2.87E-02   8.31E-03   0.00E+00
   654.00   0.00E+00   1.08E+01   8.74E+00   2.96E+00   9.81E-01   3.72E-01   4.36E-01   2.91E-02   8.09E-03   0.00E+00
   652.00   0.00E+00   1.09E+01   8.87E+00   3.01E+00   9.91E-01   3.75E-01   4.40E-01   2.94E-02   8.25E-03   0.00E+00
   650.00   0.00E+00   1.11E+01   9.02E+00   3.06E+00   1.01E+00   3.81E-01   4.46E-01   3.01E-02   8.18E-03   0.00E+00
   648.00   0.00E+00   1.13E+01   9.17E+00   3.10E+00   1.02E+00   3.85E-01   4.55E-01   3.05E-02   8.60E-03   0.00E+00
   646.00   0.00E+00   1.15E+01   9.29E+00   3.15E+00   1.04E+00   3.91E-01   4.59E-01   3.12E-02   8.44E-03   0.00E+00
   644.00   0.00E+00   1.17E+01   9.42E+00   3.20E+00   1.05E+00   3.94E-01   4.67E-01   3.11E-02   8.81E-03   0.00E+00
   642.00   0.00E+00   1.18E+01   9.53E+00   3.22E+00   1.06E+00   4.04E-01   4.73E-01   3.18E-02   8.92E-03   0.00E+00
   640.00   0.00E+00   1.20E+01   9.69E+00   3.28E+00   1.08E+00   4.08E-01   4.80E-01   3.21E-02   8.98E-03   0.00E+00
   638.00   0.00E+00   1.22E+01   9.84E+00   3.31E+00   1.09E+00   4.11E-01   4.88E-01   3.26E-02   9.34E-03   0.00E+00
   636.00   0.00E+00   1.24E+01   9.99E+00   3.37E+00   1.11E+00   4.19E-01   4.96E-01   3.31E-02   9.39E-03   0.00E+00
   634.00   0.00E+00   1.26E+01   1.01E+01   3.41E+00   1.12E+00   4.26E-01   5.01E-01   3.38E-02   9.55E-03   0.00E+00
   632.00   0.00E+00   1.28E+01   1.03E+01   3.46E+00   1.13E+00   4.31E-01   5.11E-01   3.38E-02   9.77E-03   0.00E+00
   630.00   0.00E+00   1.31E+01   1.04E+01   3.50E+00   1.16E+00   4.37E-01   5.17E-01   3.47E-02   9.81E-03   0.00E+00
   628.00   0.00E+00   1.33E+01   1.06E+01   3.56E+00   1.16E+00   4.42E-01   5.25E-01   3.52E-02   9.71E-03   0.00E+00
   626.00   0.00E+00   1.35E+01   1.08E+01   3.60E+00   1.18E+00   4.48E-01   5.32E-01   3.62E-02   1.01E-02   0.00E+00
   624.00   0.00E+00   1.37E+01   1.09E+01   3.65E+00   1.20E+00   4.56E-01   5.39E-01   3.61E-02   1.02E-02   0.00E+00
   622.00   0.00E+00   1.39E+01   1.11E+01   3.70E+00   1.22E+00   4.63E-01   5.46E-01   3.66E-02   1.03E-02   0.00E+00
   620.00   0.00E+00   1.42E+01   1.13E+01   3.76E+00   1.24E+00   4.68E-01   5.55E-01   3.76E-02   1.04E-02   0.00E+00
   618.00   0.00E+00   1.44E+01   1.14E+01   3.82E+00   1.25E+00   4.75E-01   5.66E-01   3.78E-02   1.07E-02   0.00E+00
   616.00   0.00E+00   1.47E+01   1.16E+01   3.87E+00   1.27E+00   4.84E-01   5.75E-01   3.82E-02   1.05E-02   0.00E+00
   614.00   0.00E+00   1.49E+01   1.18E+01   3.92E+00   1.29E+00   4.89E-01   5.81E-01   3.94E-02   1.06E-02   0.00E+00
   612.00   0.00E+00   1.51E+01   1.20E+01   3.98E+00   1.30E+00   4.95E-01   5.87E-01   3.97E-02   1.10E-02   0.00E+00
   610.00   0.00E+00   1.54E+01   1.21E+01   4.04E+00   1.32E+00   5.03E-01   5.98E-01   4.02E-02   1.12E-02   0.00E+00
   608.00   0.00E+00   1.56E+01   1.23E+01   4.10E+00   1.34E+00   5.09E-01   6.07E-01   4.04E-02   1.11E-02   0.00E+00
   606.00   0.00E+00   1.59E+01   1.25E+01   4.14E+00   1.35E+00   5.14E-01   6.11E-01   4.18E-02   1.14E-02   0.00E+00
   604.00   0.00E+00   1.61E+01   1.26E+01   4.19E+00   1.37E+00   5.23E-01   6.23E-01   4.18E-02   1.15E-02   0.00E+00
   602.00   0.00E+00   1.64E+01   1.28E+01   4.25E+00   1.39E+00   5.32E-01   6.30E-01   4.24E-02   1.17E-02   0.00E+00
   600.00   0.00E+00   1.67E+01   1.30E+01   4.31E+00   1.41E+00   5.38E-01   6.39E-01   4.27E-02   1.16E-02   0.00E+00
   598.00   0.00E+00   1.70E+01   1.33E+01   4.38E+00   1.43E+00   5.46E-01   6.50E-01   4.39E-02   1.21E-02   0.00E+00
   596.00   0.00E+00   1.73E+01   1.34E+01   4.42E+00   1.44E+00   5.52E-01   6.61E-01   4.45E-02   1.24E-02   0.00E+00
   594.00   0.00E+00   1.76E+01   1.36E+01   4.47E+00   1.46E+00   5.57E-01   6.66E-01   4.45E-02   1.24E-02   0.00E+00
   592.00   0.00E+00   1.78E+01   1.38E+01   4.54E+00   1.48E+00   5.69E-01   6.79E-01   4.56E-02   1.23E-02   0.00E+00
   590.00   0.00E+00   1.82E+01   1.41E+01   4.61E+00   1.50E+00   5.78E-01   6.89E-01   4.61E-02   1.27E-02   0.00E+00
   588.00   0.00E+00   1.85E+01   1.43E+01   4.69E+00   1.53E+00   5.89E-01   7.03E-01   4.72E-02   1.31E-02   0.00E+00
   586.00   0.00E+00   1.89E+01   1.46E+01   4.77E+00   1.55E+00   5.93E-01   7.11E-01   4.81E-02   1.33E-02   0.00E+00
   584.00   0.00E+00   1.92E+01   1.48E+01   4.84E+00   1.57E+00   6.02E-01   7.22E-01   4.86E-02   1.30E-02   0.00E+00
   582.00   0.00E+00   1.95E+01   1.50E+01   4.89E+00   1.59E+00   6.13E-01   7.34E-01   4.92E-02   1.34E-02   0.00E+00
   580.00   0.00E+00   1.98E+01   1.52E+01   4.97E+00   1.62E+00   6.19E-01   7.41E-01   5.00E-02   1.39E-02   0.00E+00
   578.00   0.00E+00   2.02E+01   1.55E+01   5.03E+00   1.64E+00   6.28E-01   7.53E-01   5.11E-02   1.38E-02   0.00E+00
   576.00   0.00E+00   2.05E+01   1.57E+01   5.09E+00   1.66E+00   6.37E-01   7.67E-01   5.19E-02   1.41E-02   0.00E+00
   574.00   0.00E+00   2.09E+01   1.59E+01   5.16E+00   1.68E+00   6.46E-01   7.72E-01   5.25E-02   1.46E-02   0.00E+00
   572.00   0.00E+00   2.12E+01   1.61E+01   5.24E+00   1.70E+00   6.54E-01   7.87E-01   5.26E-02   1.44E-02   0.00E+00
   570.00   0.00E+00   2.16E+01   1.64E+01   5.31E+00   1.72E+00   6.64E-01   7.99E-01   5.38E-02   1.49E-02   0.00E+00
   568.00   0.00E+00   2.20E+01   1.67E+01   5.39E+00   1.75E+00   6.72E-01   8.12E-01   5.47E-02   1.52E-02   0.00E+00
   566.00   0.00E+00   2.24E+01   1.69E+01   5.45E+00   1.78E+00   6.85E-01   8.23E-01   5.54E-02   1.52E-02   0.00E+00
   564.00   0.00E+00   2.27E+01   1.71E+01   5.53E+00   1.79E+00   6.96E-01   8.35E-01   5.62E-02   1.55E-02   0.00E+00
   562.00   0.00E+00   2.31E+01   1.74E+01   5.62E+00   1.82E+00   7.06E-01   8.44E-01   5.70E-02   1.57E-02   0.00E+00
   560.00   0.00E+00   2.36E+01   1.77E+01   5.69E+00   1.85E+00   7.13E-01   8.59E-01   5.81E-02   1.59E-02   0.00E+00
   558.00   0.00E+00   2.41E+01   1.80E+01   5.78E+00   1.88E+00   7.27E-01   8.76E-01   5.94E-02   1.60E-02   0.00E+00
   556.00   0.00E+00   2.45E+01   1.83E+01   5.86E+00   1.90E+00   7.35E-01   8.92E-01   5.97E-02   1.64E-02   0.00E+00
   554.00   0.00E+00   2.49E+01   1.86E+01   5.95E+00   1.93E+00   7.45E-01   9.03E-01   6.09E-02   1.65E-02   0.00E+00
   552.00   0.00E+00   2.54E+01   1.88E+01   6.02E+00   1.95E+00   7.56E-01   9.15E-01   6.20E-02   1.68E-02   0.00E+00
   550.00   0.00E+00   2.58E+01   1.92E+01   6.11E+00   1.98E+00   7.66E-01   9.32E-01   6.29E-02   1.71E-02   0.00E+00
   548.00   0.00E+00   2.64E+01   1.95E+01   6.21E+00   2.01E+00   7.83E-01   9.46E-01   6.40E-02   1.76E-02   0.00E+00
   546.00   0.00E+00   2.68E+01   1.98E+01   6.29E+00   2.04E+00   7.87E-01   9.59E-01   6.48E-02   1.76E-02   0.00E+00
   544.00   0.00E+00   2.72E+01   2.00E+01   6.38E+00   2.06E+00   7.96E-01   9.69E-01   6.58E-02   1.81E-02   0.00E+00
   542.00   0.00E+00   2.77E+01   2.03E+01   6.44E+00   2.09E+00   8.14E-01   9.83E-01   6.63E-02   1.79E-02   0.00E+00
   540.00   0.00E+00   2.83E+01   2.07E+01   6.56E+00   2.13E+00   8.25E-01   1.00E+00   6.81E-02   1.87E-02   0.00E+00
   538.00   0.00E+00   2.89E+01   2.11E+01   6.64E+00   2.16E+00   8.43E-01   1.02E+00   6.91E-02   1.87E-02   0.00E+00
   536.00   0.00E+00   2.94E+01   2.14E+01   6.76E+00   2.19E+00   8.52E-01   1.04E+00   6.99E-02   1.89E-02   0.00E+00
   534.00   0.00E+00   2.99E+01   2.16E+01   6.84E+00   2.21E+00   8.63E-01   1.05E+00   7.09E-02   1.93E-02   0.00E+00
   532.00   0.00E+00   3.04E+01   2.20E+01   6.93E+00   2.25E+00   8.71E-01   1.06E+00   7.21E-02   1.93E-02   0.00E+00
   530.00   0.00E+00   3.10E+01   2.24E+01   7.02E+00   2.27E+00   8.84E-01   1.08E+00   7.38E-02   1.98E-02   0.00E+00
   528.00   0.00E+00   3.17E+01   2.27E+01   7.12E+00   2.31E+00   9.05E-01   1.10E+00   7.48E-02   2.04E-02   0.00E+00
   526.00   0.00E+00   3.22E+01   2.31E+01   7.23E+00   2.34E+00   9.17E-01   1.12E+00   7.59E-02   2.03E-02   0.00E+00
   524.00   0.00E+00   3.28E+01   2.35E+01   7.34E+00   2.37E+00   9.29E-01   1.14E+00   7.76E-02   2.13E-02   0.00E+00
   522.00   0.00E+00   3.34E+01   2.38E+01   7.42E+00   2.41E+00   9.42E-01   1.15E+00   7.78E-02   2.08E-02   0.00E+00
   520.00   0.00E+00   3.40E+01   2.42E+01   7.54E+00   2.44E+00   9.53E-01   1.17E+00   7.90E-02   2.12E-02   0.00E+00
   518.00   0.00E+00   3.47E+01   2.46E+01   7.63E+00   2.47E+00   9.66E-01   1.19E+00   8.13E-02   2.17E-02   0.00E+00
   516.00   0.00E+00   3.53E+01   2.50E+01   7.73E+00   2.50E+00   9.85E-01   1.21E+00   8.21E-02   2.19E-02   0.00E+00
   514.00   0.00E+00   3.60E+01   2.53E+01   7.83E+00   2.54E+00   9.98E-01   1.23E+00   8.31E-02   2.23E-02   0.00E+00
   512.00   0.00E+00   3.67E+01   2.58E+01   7.96E+00   2.57E+00   1.01E+00   1.25E+00   8.48E-02   2.25E-02   0.00E+00
   510.00   0.00E+00   3.74E+01   2.62E+01   8.09E+00   2.61E+00   1.03E+00   1.26E+00   8.64E-02   2.28E-02   0.00E+00
   508.00   0.00E+00   3.81E+01   2.66E+01   8.19E+00   2.65E+00   1.05E+00   1.28E+00   8.82E-02   2.33E-02   0.00E+00
   506.00   0.00E+00   3.88E+01   2.70E+01   8.31E+00   2.69E+00   1.06E+00   1.30E+00   8.89E-02   2.39E-02   0.00E+00
   504.00   0.00E+00   3.95E+01   2.74E+01   8.37E+00   2.71E+00   1.07E+00   1.32E+00   8.98E-02   2.39E-02   0.00E+00
   502.00   0.00E+00   4.02E+01   2.77E+01   8.49E+00   2.75E+00   1.09E+00   1.34E+00   9.08E-02   2.41E-02   0.00E+00
   500.00   0.00E+00   4.10E+01   2.82E+01   8.62E+00   2.79E+00   1.10E+00   1.37E+00   9.31E-02   2.45E-02   0.00E+00
   498.00   0.00E+00   4.19E+01   2.87E+01   8.75E+00   2.83E+00   1.12E+00   1.39E+00   9.54E-02   2.53E-02   0.00E+00
   496.00   0.00E+00   4.26E+01   2.91E+01   8.86E+00   2.87E+00   1.14E+00   1.41E+00   9.53E-02   2.52E-02   0.00E+00
   494.00   0.00E+00   4.34E+01   2.95E+01   8.98E+00   2.91E+00   1.15E+00   1.42E+00   9.78E-02   2.56E-02   0.00E+00
   492.00   0.00E+00   4.42E+01   3.00E+01   9.08E+00   2.94E+00   1.17E+00   1.45E+00   9.77E-02   2.57E-02   0.00E+00
   490.00   0.00E+00   4.51E+01   3.04E+01   9.20E+00   2.99E+00   1.19E+00   1.47E+00   1.01E-01   2.64E-02   0.00E+00
   488.00   0.00E+00   4.61E+01   3.10E+01   9.35E+00   3.03E+00   1.21E+00   1.50E+00   1.02E-01   2.67E-02   0.00E+00
   486.00   0.00E+00   4.69E+01   3.14E+01   9.48E+00   3.07E+00   1.22E+00   1.52E+00   1.05E-01   2.75E-02   0.00E+00
   484.00   0.00E+00   4.77E+01   3.19E+01   9.59E+00   3.11E+00   1.24E+00   1.55E+00   1.05E-01   2.76E-02   0.00E+00
   482.00   0.00E+00   4.86E+01   3.23E+01   9.68E+00   3.15E+00   1.25E+00   1.56E+00   1.08E-01   2.81E-02   0.00E+00
   480.00   0.00E+00   4.96E+01   3.28E+01   9.81E+00   3.18E+00   1.28E+00   1.60E+00   1.09E-01   2.82E-02   0.00E+00
   478.00   0.00E+00   5.06E+01   3.33E+01   9.97E+00   3.24E+00   1.30E+00   1.62E+00   1.11E-01   2.85E-02   0.00E+00
   476.00   0.00E+00   5.15E+01   3.38E+01   1.01E+01   3.28E+00   1.31E+00   1.65E+00   1.12E-01   2.92E-02   0.00E+00
   474.00   0.00E+00   5.25E+01   3.43E+01   1.02E+01   3.32E+00   1.33E+00   1.67E+00   1.16E-01   2.97E-02   0.00E+00
   472.00   0.00E+00   5.35E+01   3.48E+01   1.03E+01   3.36E+00   1.35E+00   1.70E+00   1.16E-01   2.97E-02   0.00E+00
   470.00   0.00E+00   5.46E+01   3.53E+01   1.05E+01   3.40E+00   1.37E+00   1.73E+00   1.18E-01   3.05E-02   0.00E+00
   468.00   0.00E+00   5.56E+01   3.59E+01   1.06E+01   3.45E+00   1.39E+00   1.76E+00   1.21E-01   3.05E-02   0.00E+00
   466.00   0.00E+00   5.66E+01   3.64E+01   1.07E+01   3.50E+00   1.41E+00   1.78E+00   1.22E-01   3.10E-02   0.00E+00
   464.00   0.00E+00   5.76E+01   3.68E+01   1.08E+01   3.53E+00   1.43E+00   1.81E+00   1.24E-01   3.14E-02   0.00E+00
   462.00   0.00E+00   5.86E+01   3.73E+01   1.10E+01   3.58E+00   1.45E+00   1.84E+00   1.26E-01   3.20E-02   0.00E+00
   460.00   0.00E+00   5.99E+01   3.79E+01   1.11E+01   3.64E+00   1.48E+00   1.87E+00   1.28E-01   3.27E-02   0.00E+00
   458.00   0.00E+00   6.10E+01   3.84E+01   1.13E+01   3.69E+00   1.50E+00   1.91E+00   1.30E-01   3.28E-02   0.00E+00
   456.00   0.00E+00   6.21E+01   3.89E+01   1.14E+01   3.71E+00   1.52E+00   1.94E+00   1.33E-01   3.30E-02   0.00E+00
   454.00   0.00E+00   6.31E+01   3.94E+01   1.15E+01   3.75E+00   1.53E+00   1.97E+00   1.34E-01   3.29E-02   0.00E+00
   452.00   0.00E+00   6.42E+01   3.98E+01   1.16E+01   3.80E+00   1.56E+00   2.00E+00   1.36E-01   3.36E-02   0.00E+00
   450.00   0.00E+00   6.55E+01   4.04E+01   1.17E+01   3.86E+00   1.58E+00   2.04E+00   1.38E-01   3.42E-02   0.00E+00
   448.00   0.00E+00   6.67E+01   4.09E+01   1.19E+01   3.90E+00   1.61E+00   2.07E+00   1.41E-01   3.48E-02   0.00E+00
   446.00   0.00E+00   6.78E+01   4.14E+01   1.20E+01   3.96E+00   1.63E+00   2.10E+00   1.44E-01   3.48E-02   0.00E+00
   444.00   0.00E+00   6.88E+01   4.18E+01   1.21E+01   4.00E+00   1.65E+00   2.13E+00   1.45E-01   3.53E-02   0.00E+00
   442.00   0.00E+00   6.99E+01   4.22E+01   1.22E+01   4.03E+00   1.67E+00   2.16E+00   1.49E-01   3.60E-02   0.00E+00
   440.00   0.00E+00   7.12E+01   4.27E+01   1.23E+01   4.09E+00   1.69E+00   2.20E+00   1.50E-01   3.56E-02   0.00E+00
   438.00   0.00E+00   7.24E+01   4.32E+01   1.24E+01   4.15E+00   1.72E+00   2.24E+00   1.53E-01   3.68E-02   0.00E+00
   436.00   0.00E+00   7.35E+01   4.36E+01   1.25E+01   4.17E+00   1.74E+00   2.28E+00   1.55E-01   3.68E-02   0.00E+00
   434.00   0.00E+00   7.44E+01   4.40E+01   1.26E+01   4.21E+00   1.76E+00   2.30E+00   1.57E-01   3.70E-02   0.00E+00
   432.00   0.00E+00   7.55E+01   4.44E+01   1.27E+01   4.27E+00   1.78E+00   2.35E+00   1.59E-01   3.74E-02   0.00E+00
   430.00   0.00E+00   7.70E+01   4.49E+01   1.29E+01   4.34E+00   1.82E+00   2.40E+00   1.63E-01   3.79E-02   0.00E+00
   428.00   0.00E+00   7.82E+01   4.55E+01   1.30E+01   4.40E+00   1.85E+00   2.44E+00   1.65E-01   3.81E-02   0.00E+00
   426.00   0.00E+00   7.90E+01   4.57E+01   1.31E+01   4.43E+00   1.88E+00   2.47E+00   1.66E-01   3.87E-02   0.00E+00
   424.00   0.00E+00   7.96E+01   4.58E+01   1.31E+01   4.45E+00   1.89E+00   2.50E+00   1.68E-01   3.87E-02   0.00E+00
   422.00   0.00E+00   8.03E+01   4.59E+01   1.31E+01   4.48E+00   1.91E+00   2.53E+00   1.70E-01   3.87E-02   0.00E+00
   420.00   0.00E+00   8.14E+01   4.63E+01   1.32E+01   4.55E+00   1.95E+00   2.58E+00   1.74E-01   3.94E-02   0.00E+00
   418.00   0.00E+00   8.24E+01   4.67E+01   1.34E+01   4.61E+00   1.98E+00   2.63E+00   1.76E-01   4.00E-02   0.00E+00
   416.00   0.00E+00   8.28E+01   4.68E+01   1.34E+01   4.64E+00   2.00E+00   2.67E+00   1.77E-01   3.97E-02   0.00E+00
   414.00   0.00E+00   8.32E+01   4.68E+01   1.34E+01   4.68E+00   2.02E+00   2.70E+00   1.80E-01   3.97E-02   0.00E+00
   412.00   0.00E+00   8.36E+01   4.67E+01   1.34E+01   4.70E+00   2.05E+00   2.75E+00   1.82E-01   3.97E-02   0.00E+00
   410.00   0.00E+00   8.42E+01   4.69E+01   1.35E+01   4.76E+00   2.07E+00   2.80E+00   1.84E-01   3.96E-02   0.00E+00
   408.00   0.00E+00   8.47E+01   4.70E+01   1.35E+01   4.81E+00   2.11E+00   2.85E+00   1.86E-01   3.97E-02   0.00E+00
   406.00   0.00E+00   8.48E+01   4.69E+01   1.35E+01   4.85E+00   2.13E+00   2.89E+00   1.89E-01   3.95E-02   0.00E+00
   404.00   0.00E+00   8.47E+01   4.67E+01   1.35E+01   4.87E+00   2.15E+00   2.92E+00   1.90E-01   3.96E-02   0.00E+00
   402.00   0.00E+00   8.46E+01   4.65E+01   1.35E+01   4.91E+00   2.19E+00   2.97E+00   1.91E-01   3.93E-02   0.00E+00
   400.00   0.00E+00   8.47E+01   4.64E+01   1.35E+01   4.96E+00   2.22E+00   3.02E+00   1.93E-01   3.88E-02   0.00E+00
   398.00   0.00E+00   8.45E+01   4.61E+01   1.35E+01   5.03E+00   2.25E+00   3.07E+00   1.95E-01   3.89E-02   0.00E+00
   396.00   0.00E+00   8.38E+01   4.57E+01   1.35E+01   5.05E+00   2.28E+00   3.10E+00   1.96E-01   3.86E-02   0.00E+00
   394.00   0.00E+00   8.29E+01   4.52E+01   1.34E+01   5.09E+00   2.31E+00   3.14E+00   1.97E-01   3.79E-02   0.00E+00
   392.00   0.00E+00   8.19E+01   4.46E+01   1.34E+01   5.13E+00   2.33E+00   3.18E+00   1.97E-01   3.77E-02   0.00E+00
   390.00   0.00E+00   8.10E+01   4.43E+01   1.33E+01   5.18E+00   2.37E+00   3.23E+00   1.98E-01   3.67E-02   0.00E+00
   388.00   0.00E+00   7.98E+01   4.37E+01   1.33E+01   5.21E+00   2.40E+00   3.28E+00   1.99E-01   3.59E-02   0.00E+00
   386.00   0.00E+00   7.80E+01   4.28E+01   1.32E+01   5.24E+00   2.42E+00   3.30E+00   1.97E-01   3.46E-02   0.00E+00
   384.00   0.00E+00   7.59E+01   4.19E+01   1.31E+01   5.24E+00   2.44E+00   3.33E+00   1.94E-01   3.33E-02   0.00E+00
   382.00   0.00E+00   7.40E+01   4.12E+01   1.30E+01   5.28E+00   2.47E+00   3.36E+00   1.93E-01   3.21E-02   0.00E+00
   380.00   0.00E+00   7.23E+01   4.06E+01   1.30E+01   5.36E+00   2.52E+00   3.40E+00   1.91E-01   3.13E-02   0.00E+00
   378.00   0.00E+00   7.03E+01   3.99E+01   1.29E+01   5.40E+00   2.56E+00   3.44E+00   1.90E-01   2.98E-02   0.00E+00
   376.00   0.00E+00   6.76E+01   3.88E+01   1.28E+01   5.42E+00   2.57E+00   3.44E+00   1.85E-01   2.84E-02   0.00E+00
   374.00   0.00E+00   6.48E+01   3.77E+01   1.26E+01   5.41E+00   2.58E+00   3.43E+00   1.79E-01   2.61E-02   0.00E+00
   372.00   0.00E+00   6.23E+01   3.67E+01   1.25E+01   5.46E+00   2.61E+00   3.42E+00   1.72E-01   2.43E-02   0.00E+00
   370.00   0.00E+00   6.02E+01   3.61E+01   1.25E+01   5.53E+00   2.64E+00   3.42E+00   1.67E-01   2.22E-02   0.00E+00
   368.00   0.00E+00   5.81E+01   3.54E+01   1.25E+01   5.57E+00   2.67E+00   3.40E+00   1.59E-01   2.00E-02   0.00E+00
   366.00   0.00E+00   5.55E+01   3.44E+01   1.23E+01   5.58E+00   2.68E+00   3.33E+00   1.46E-01   1.72E-02   0.00E+00
   364.00   0.00E+00   5.30E+01   3.33E+01   1.21E+01   5.57E+00   2.66E+00   3.21E+00   1.33E-01   1.48E-02   0.00E+00
   362.00   0.00E+00   5.07E+01   3.24E+01   1.20E+01   5.56E+00   2.63E+00   3.08E+00   1.18E-01   1.20E-02   0.00E+00
   360.00   0.00E+00   4.86E+01   3.15E+01   1.19E+01   5.57E+00   2.59E+00   2.91E+00   1.01E-01   9.28E-03   0.00E+00
   358.00   0.00E+00   4.61E+01   3.03E+01   1.17E+01   5.46E+00   2.49E+00   2.64E+00   8.18E-02   6.81E-03   0.00E+00
   356.00   0.00E+00   4.31E+01   2.87E+01   1.12E+01   5.18E+00   2.34E+00   2.24E+00   6.06E-02   4.41E-03   0.00E+00
   354.00   0.00E+00   3.98E+01   2.70E+01   1.05E+01   4.87E+00   2.10E+00   1.78E+00   4.16E-02   2.62E-03   0.00E+00
   352.00   0.00E+00   3.65E+01   2.52E+01   9.89E+00   4.51E+00   1.74E+00   1.28E+00   2.42E-02   1.17E-03   0.00E+00
   350.00   0.00E+00   3.33E+01   2.32E+01   9.10E+00   3.76E+00   1.29E+00   8.19E-01   1.08E-02   4.46E-04   0.00E+00
   348.00   0.00E+00   2.99E+01   2.09E+01   7.76E+00   2.80E+00   8.66E-01   3.96E-01   2.85E-03   8.33E-05   0.00E+00
   346.00   0.00E+00   2.60E+01   1.79E+01   6.12E+00   1.93E+00   4.39E-01   1.10E-01   3.78E-04   9.31E-06   0.00E+00
   344.00   0.00E+00   2.18E+01   1.43E+01   4.32E+00   9.44E-01   1.18E-01   1.36E-02   1.53E-05   0.00E+00   0.00E+00
   342.00   0.00E+00   1.72E+01   1.04E+01   2.53E+00   3.41E-01   2.25E-02   1.19E-03   1.09E-06   0.00E+00   0.00E+00
   340.00   0.00E+00   1.22E+01   6.43E+00   1.22E+00   1.01E-01   3.69E-03   9.59E-05   0.00E+00   0.00E+00   0.00E+00
   338.00   0.00E+00   6.98E+00   3.07E+00   4.57E-01   2.38E-02   4.72E-04   2.19E-06   0.00E+00   0.00E+00   0.00E+00
   336.00   0.00E+00   2.89E+00   1.01E+00   1.21E-01   4.40E-03   5.45E-05   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   334.00   0.00E+00   6.98E-01   1.64E-01   1.02E-02   1.72E-04   1.09E-06   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   332.00   0.00E+00   6.17E-03   8.22E-04   1.64E-05   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   330.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   328.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   326.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   324.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   322.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   320.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   318.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
   316.00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
